indicator_name,year,value
Initial government funding per primary student as a percentage of GDP per capita,2010,24.14842987
Initial government funding per primary student as a percentage of GDP per capita,2011,24.35020065
Initial government funding per primary student as a percentage of GDP per capita,2012,
Initial government funding per primary student as a percentage of GDP per capita,2013,22.88639069
Initial government funding per primary student as a percentage of GDP per capita,2014,23.31291962
Initial government funding per primary student as a percentage of GDP per capita,2015,24.73098946
Initial government funding per primary student as a percentage of GDP per capita,2016,23.90871048
Initial government funding per primary student as a percentage of GDP per capita,2017,23.40825081
Initial government funding per primary student as a percentage of GDP per capita,2018,22.74729919
Initial government funding per primary student as a percentage of GDP per capita,2019,23.01705933
Initial government funding per primary student as a percentage of GDP per capita,2020,23.77223015
Initial government funding per primary student as a percentage of GDP per capita,2021,25.80281067
Initial government funding per primary student as a percentage of GDP per capita,2022,
Initial government funding per primary student as a percentage of GDP per capita,2023,
"Initial government funding per primary student, constant PPP$",1998,4999.742676
"Initial government funding per primary student, constant PPP$",1999,5072.604004
"Initial government funding per primary student, constant PPP$",2000,5359.393555
"Initial government funding per primary student, constant PPP$",2001,5813.591797
"Initial government funding per primary student, constant PPP$",2002,6426.553711
"Initial government funding per primary student, constant PPP$",2003,7421.560547
"Initial government funding per primary student, constant PPP$",2004,7436.833008
"Initial government funding per primary student, constant PPP$",2005,8097.8125
"Initial government funding per primary student, constant PPP$",2006,9587.081055
"Initial government funding per primary student, constant PPP$",2007,10357.00391
"Initial government funding per primary student, constant PPP$",2008,10485.16016
"Initial government funding per primary student, constant PPP$",2009,11052.80273
"Initial government funding per primary student, constant PPP$",2010,11460.24316
"Initial government funding per primary student, constant PPP$",2011,11722.45117
"Initial government funding per primary student, constant PPP$",2012,
"Initial government funding per primary student, constant PPP$",2013,11146.67969
"Initial government funding per primary student, constant PPP$",2014,11480.77539
"Initial government funding per primary student, constant PPP$",2015,12476.12012
"Initial government funding per primary student, constant PPP$",2016,12231.78906
"Initial government funding per primary student, constant PPP$",2017,12113.66113
"Initial government funding per primary student, constant PPP$",2018,12002.34668
"Initial government funding per primary student, constant PPP$",2019,12240.77441
"Initial government funding per primary student, constant PPP$",2020,12777.6377
"Initial government funding per primary student, constant PPP$",2021,12386.86328
"Initial government funding per primary student, constant PPP$",2022,
"Initial government funding per primary student, constant PPP$",2023,
Initial government funding per secondary student as a percentage of GDP per capita,1998,22.55315018
Initial government funding per secondary student as a percentage of GDP per capita,1999,20.94355965
Initial government funding per secondary student as a percentage of GDP per capita,2000,21.62154007
Initial government funding per secondary student as a percentage of GDP per capita,2001,21.71569061
Initial government funding per secondary student as a percentage of GDP per capita,2002,23.2933197
Initial government funding per secondary student as a percentage of GDP per capita,2003,24.83333969
Initial government funding per secondary student as a percentage of GDP per capita,2004,23.67552948
Initial government funding per secondary student as a percentage of GDP per capita,2005,23.29965973
Initial government funding per secondary student as a percentage of GDP per capita,2006,24.30046082
Initial government funding per secondary student as a percentage of GDP per capita,2007,25.4530201
Initial government funding per secondary student as a percentage of GDP per capita,2008,24.56138992
Initial government funding per secondary student as a percentage of GDP per capita,2009,28.18864059
Initial government funding per secondary student as a percentage of GDP per capita,2010,30.95920944
Initial government funding per secondary student as a percentage of GDP per capita,2011,29.06788063
Initial government funding per secondary student as a percentage of GDP per capita,2012,
Initial government funding per secondary student as a percentage of GDP per capita,2013,22.35037994
Initial government funding per secondary student as a percentage of GDP per capita,2014,22.61924934
Initial government funding per secondary student as a percentage of GDP per capita,2015,22.82731056
Initial government funding per secondary student as a percentage of GDP per capita,2016,20.9549408
Initial government funding per secondary student as a percentage of GDP per capita,2017,20.81077003
Initial government funding per secondary student as a percentage of GDP per capita,2018,21.88212967
Initial government funding per secondary student as a percentage of GDP per capita,2019,22.38492012
Initial government funding per secondary student as a percentage of GDP per capita,2020,23.18247986
Initial government funding per secondary student as a percentage of GDP per capita,2021,25.26464081
Initial government funding per secondary student as a percentage of GDP per capita,2022,
Initial government funding per secondary student as a percentage of GDP per capita,2023,
"Initial government funding per secondary student, constant PPP$",1998,9070.563477
"Initial government funding per secondary student, constant PPP$",1999,8685.453125
"Initial government funding per secondary student, constant PPP$",2000,9210.791016
"Initial government funding per secondary student, constant PPP$",2001,9615.999023
"Initial government funding per secondary student, constant PPP$",2002,10539.92676
"Initial government funding per secondary student, constant PPP$",2003,11389.80664
"Initial government funding per secondary student, constant PPP$",2004,11148.42383
"Initial government funding per secondary student, constant PPP$",2005,11173.89941
"Initial government funding per secondary student, constant PPP$",2006,11891.11328
